StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific ID,Gender Q,Age Q,Income Q,Deceased of Cancer Q,Previous Donation Q,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q8_1,GROUP
2022-03-30 19:52:33,2022-03-30 19:52:55,IP Address,97.80.67.22,100,22,True,2022-03-30 19:52:55,R_31gi5EhefPHxOsQ,,,,,30.613494873046875,-90.18599700927734375,anonymous,EN,5b6f73c4086b4600018c0636,Female,40-49,"$50,000-$99,999",Yes,Yes,,,,,,,,,7,CONTROL
2022-03-30 19:51:41,2022-03-30 19:52:57,IP Address,24.124.62.148,100,75,True,2022-03-30 19:52:57,R_2q4PMXGDGxgBqba,,,,,39.028900146484375,-95.2086029052734375,anonymous,EN,5f97c64353411118bf82778c,Male,20-29,"Above $150,000",Yes,Yes,,,,,0,0,40.463,0,7,TREAT_POS
2022-03-30 19:53:10,2022-03-30 19:53:38,IP Address,136.35.43.165,100,28,True,2022-03-30 19:53:39,R_1NmOMWjCYeOxGOI,,,,,39.067901611328125,-94.7129974365234375,anonymous,EN,613c1ab3f0c6e72cf5d7d66a,Male,40-49,"$50,000-$99,999",Yes,Yes,,,,,,,,,7,CONTROL
2022-03-30 19:52:19,2022-03-30 19:53:40,IP Address,74.67.250.140,100,81,True,2022-03-30 19:53:41,R_3r1VKbxsP5ioPOh,,,,,43.07080078125,-76.45490264892578125,anonymous,EN,5eeaf2288d1f0f22894fe180,Female,40-49,"$50,000-$99,999",Yes,Yes,0,0,51.071,0,,,,,10,TREAT_NEG
2022-03-30 19:52:29,2022-03-30 19:53:44,IP Address,24.171.122.211,100,75,True,2022-03-30 19:53:44,R_afS0QZBeT8lH7Q5,,,,,38.7830047607421875,-90.635101318359375,anonymous,EN,613e59f68312d2083c8b193d,Male,40-49,"$50,000-$99,999",No,Yes,0,0,60.423,0,,,,,9,TREAT_NEG
2022-03-30 19:52:26,2022-03-30 19:53:52,IP Address,184.187.130.180,100,85,True,2022-03-30 19:53:52,R_VU5OFDO1ZdOG5Lb,,,,,29.70050048828125,-91.28029632568359375,anonymous,EN,61505f46e94de4ad2220dcbf,Female,30-39,"$50,000-$99,999",Yes,Yes,,,,,,,,,8,CONTROL
2022-03-30 19:52:01,2022-03-30 19:54:00,IP Address,24.162.188.215,100,118,True,2022-03-30 19:54:00,R_2tAar8qJVGCll9X,,,,,26.4496002197265625,-98.28009796142578125,anonymous,EN,59a9190443c90b0001832a33,Female,50-59,"$20,000-$49,999",Yes,Yes,,,,,4.196,65.197,77.763,3,7,TREAT_POS
2022-03-30 19:53:25,2022-03-30 19:54:29,IP Address,75.65.250.66,100,64,True,2022-03-30 19:54:30,R_VXwHXnGfnmtBZ1n,,,,,32.4644012451171875,-93.720703125,anonymous,EN,55a56724fdf99b7973398109,Female,20-29,"$20,000-$49,999",No,Yes,,,,,0,0,34.159,0,8,TREAT_POS
2022-03-30 19:53:17,2022-03-30 19:54:35,IP Address,173.89.64.6,100,77,True,2022-03-30 19:54:35,R_2y93sLNFqgdhzdZ,,,,,41.1410064697265625,-81.47679901123046875,anonymous,EN,617390ea6b825a0eb8904f29,Female,30-39,"$50,000-$99,999",Yes,Yes,0,0,38.593,0,,,,,9,TREAT_NEG
2022-03-30 19:53:44,2022-03-30 19:54:35,IP Address,24.209.166.103,100,51,True,2022-03-30 19:54:35,R_25WIBAXjLT3O3Yv,,,,,43.014007568359375,-88.27829742431640625,anonymous,EN,5bf465a2f35e0c00010178af,Male,30-39,"$100,000-$150,000",Yes,Yes,,,,,0.912,27.565,32,10,8,TREAT_POS
2022-03-30 19:52:25,2022-03-30 19:54:45,IP Address,23.118.36.70,100,140,True,2022-03-30 19:54:45,R_vwtLKw0zTzkfJFD,,,,,30.4593963623046875,-87.20749664306640625,anonymous,EN,61111f80a05a077bf87b76a7,Female,30-39,"$50,000-$99,999",Yes,Yes,,,,,0.971,29.624,34.656,8,7,TREAT_POS
2022-03-30 19:54:38,2022-03-30 19:55:03,IP Address,24.126.138.47,100,24,True,2022-03-30 19:55:04,R_yqKuuJQHKTkCAff,,,,,33.8332061767578125,-84.6031036376953125,anonymous,EN,61086b04ea6a5f5f43224358,Female,20-29,"$20,000-$49,999",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 19:54:14,2022-03-30 19:55:43,IP Address,107.201.165.169,100,89,True,2022-03-30 19:55:43,R_3HhrQpKkceZnjem,,,,,26.0989990234375,-80.18219757080078125,anonymous,EN,60fd5be17787e0c3b83650b8,Female,20-29,"$20,000-$49,999",Yes,Yes,0.902,46.313,48.106,13,,,,,7,TREAT_NEG
2022-03-30 19:55:51,2022-03-30 19:56:17,IP Address,173.70.48.225,100,26,True,2022-03-30 19:56:17,R_1mCUIWShUC38uQc,,,,,40.85650634765625,-74.12310028076171875,anonymous,EN,5ec73f763aa24918a9ceeca0,Female,30-39,"$100,000-$150,000",Yes,Yes,,,,,,,,,7,CONTROL
2022-03-30 19:55:30,2022-03-30 19:56:19,IP Address,69.254.66.20,100,48,True,2022-03-30 19:56:19,R_WuPUXvDEwTjjVwl,,,,,32.0175933837890625,-80.99250030517578125,anonymous,EN,61001400237f51c3662bd5b4,Female,20-29,"$50,000-$99,999",No,Yes,,,,,0,0,31.151,0,10,TREAT_POS
2022-03-30 19:55:27,2022-03-30 19:56:20,IP Address,12.192.66.165,100,53,True,2022-03-30 19:56:21,R_1Y6NQXLaXwOmK6l,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,5e45fe5a2d79940d7aee4922,Female,20-29,"$20,000-$49,999",No,Yes,,,,,,,,,3,CONTROL
2022-03-30 19:54:52,2022-03-30 19:56:39,IP Address,75.168.106.109,100,107,True,2022-03-30 19:56:39,R_27Dpo0CeYX7s33E,,,,,44.8769073486328125,-93.25350189208984375,anonymous,EN,615628491d10d2dda4037437,Female,60 and above,"$20,000-$49,999",Yes,Yes,9.28,13.047,39.012,2,,,,,5,TREAT_NEG
2022-03-30 19:56:56,2022-03-30 19:57:48,IP Address,69.133.57.255,100,52,True,2022-03-30 19:57:48,R_1Q0mhldROkcevqH,,,,,39.2454071044921875,-84.25370025634765625,anonymous,EN,5fe3a90f50a719052353766e,Female,20-29,"Above $150,000",Yes,Yes,0,0,33.399,0,,,,,8,TREAT_NEG
2022-03-30 19:57:38,2022-03-30 19:58:00,IP Address,75.11.207.238,100,21,True,2022-03-30 19:58:00,R_1KfKuk1iI8BhYp6,,,,,34.07159423828125,-118.01110076904296875,anonymous,EN,5eb0deb2bd00da19c156f390,Male,30-39,"Above $150,000",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 19:57:01,2022-03-30 19:58:06,IP Address,70.185.110.73,100,65,True,2022-03-30 19:58:07,R_1disooGRfZfjI6r,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,5ee2de290f0ccf4891ec0129,Female,30-39,"$50,000-$99,999",Yes,No,,,,,10.053,28.541,31.822,5,10,TREAT_POS
2022-03-30 19:58:16,2022-03-30 19:59:20,IP Address,173.62.183.183,100,64,True,2022-03-30 19:59:21,R_2t8Rh3ROVRBW3Mo,,,,,39.8242034912109375,-75.83339691162109375,anonymous,EN,5f6eab3fe024d03f963a0ae2,Male,40-49,"$100,000-$150,000",No,Yes,0,0,45.152,0,,,,,5,TREAT_NEG
2022-03-30 19:59:16,2022-03-30 19:59:56,IP Address,76.251.6.195,100,40,True,2022-03-30 19:59:56,R_We5ESGpvvoFBI0p,,,,,35.4739990234375,-80.87290191650390625,anonymous,EN,,Female,40-49,"Above $150,000",Yes,Yes,,,,,,,,,9,CONTROL
2022-03-30 19:58:23,2022-03-30 20:00:05,IP Address,50.104.3.66,100,102,True,2022-03-30 20:00:05,R_STM7kBO2W5iWkkp,,,,,39.6421051025390625,-85.14389801025390625,anonymous,EN,56494d5b6902220012c4acb7,Female,60 and above,"$20,000-$49,999",Yes,Yes,,,,,0,0,65.528,0,2,TREAT_POS
2022-03-30 19:59:58,2022-03-30 20:00:25,IP Address,173.88.248.64,100,27,True,2022-03-30 20:00:26,R_11aKlwxB8NW2xto,,,,,41.1681976318359375,-81.23979949951171875,anonymous,EN,607f8f8716f55f5bfcdbec6a,Male,20-29,"$100,000-$150,000",Yes,Yes,,,,,,,,,2,CONTROL
2022-03-30 19:59:26,2022-03-30 20:00:32,IP Address,96.35.6.22,100,66,True,2022-03-30 20:00:33,R_3J5cKDfTUqfBXEf,,,,,38.8119964599609375,-89.96269989013671875,anonymous,EN,6117035e21f81bc9e2d7bd23,Female,20-29,"$20,000-$49,999",No,No,,,,,2.509,26.044,32.56,4,0,TREAT_POS
2022-03-30 19:59:37,2022-03-30 20:00:47,IP Address,98.180.66.79,100,69,True,2022-03-30 20:00:47,R_1kUHDmdLtcaUPDI,,,,,29.1656951904296875,-82.12729644775390625,anonymous,EN,6103f7e81654203966e1a4d6,Male,20-29,"$20,000-$49,999",No,Yes,2.849,29.717,32.282,7,,,,,8,TREAT_NEG
2022-03-30 20:00:39,2022-03-30 20:01:37,IP Address,184.58.171.215,100,57,True,2022-03-30 20:01:38,R_3McA0SbaCeiLzo8,,,,,43.3032989501953125,-88.00170135498046875,anonymous,EN,5dfe3e8b7adf4bade99190f0,Male,40-49,"Above $150,000",Yes,Yes,,,,,0,0,31.578,0,7,TREAT_POS
2022-03-30 20:00:56,2022-03-30 20:02:24,IP Address,66.31.31.254,100,87,True,2022-03-30 20:02:24,R_3mgyHkrDTdnBBvN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,60d731567049e5132e3cc4d4,Female,20-29,"$50,000-$99,999",Yes,Yes,0,0,62.886,0,,,,,6,TREAT_NEG
2022-03-30 20:01:37,2022-03-30 20:02:36,IP Address,75.140.171.159,100,59,True,2022-03-30 20:02:37,R_1ir3p3Fe4PuJy8z,,,,,35.0460052490234375,-81.9810028076171875,anonymous,EN,610ac699ad8b370074179962,Female,30-39,"$50,000-$99,999",Yes,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:01:41,2022-03-30 20:02:44,IP Address,108.225.165.162,100,62,True,2022-03-30 20:02:44,R_1qffkusm3czcpd8,,,,,34.707000732421875,-92.4701995849609375,anonymous,EN,60fe1f158c395adbe33e6c84,Female,20-29,"Under $20,000",No,Yes,,,,,,,,,4,CONTROL
2022-03-30 20:01:39,2022-03-30 20:02:48,IP Address,72.73.118.184,100,69,True,2022-03-30 20:02:48,R_3KIvynQD2m0LXhr,,,,,45.0861053466796875,-68.92800140380859375,anonymous,EN,5c3ebb97b3369c0001a94fea,Female,30-39,"$50,000-$99,999",Yes,Yes,,,,,0,0,43.386,0,10,TREAT_POS
2022-03-30 20:01:12,2022-03-30 20:02:58,IP Address,174.210.230.96,100,106,True,2022-03-30 20:02:58,R_1JPg8WhYFIp7jY1,,,,,42.8175048828125,-85.518096923828125,anonymous,EN,5d8409a9c4b157000195f72a,Female,20-29,"$100,000-$150,000",No,No,14.76,37.859,44.557,3,,,,,3,TREAT_NEG
2022-03-30 20:02:02,2022-03-30 20:03:01,IP Address,98.58.9.222,100,59,True,2022-03-30 20:03:01,R_1g7txawZD4BI4PB,,,,,26.5823974609375,-81.832000732421875,anonymous,EN,60b566e1c20d0c0b7b74006b,Female,50-59,"$50,000-$99,999",Yes,Yes,,,,,,,,,7,CONTROL
